,0,1,2
0,rca.impl.cyclomatic.average,rca.impl.cyclomatic.max,0.8863033571443986
1,rca.impl.cyclomatic.average,rca.impl.loc.ploc_average,0.6352741038910885
2,rca.impl.cyclomatic.average,rca.impl.loc.ploc_min,0.574089868309213
3,rca.impl.cyclomatic.average,rca.impl.loc.sloc_average,0.6015719543017962
4,rca.impl.cyclomatic.average,rca.impl.loc.sloc_min,0.5490697675207092
6,rca.impl.cyclomatic.max,rca.impl.halstead.estimated_program_length,0.5359296542378873
7,rca.impl.cyclomatic.max,rca.impl.halstead.n2,0.5645905002393861
8,rca.impl.cyclomatic.max,rca.impl.halstead.vocabulary,0.5510245310435771
9,rca.impl.cyclomatic.max,rca.impl.loc.ploc_average,0.6395904787366512
10,rca.impl.cyclomatic.max,rca.impl.loc.ploc_max,0.618631039674106
11,rca.impl.cyclomatic.max,rca.impl.loc.ploc_min,0.5823540776163159
12,rca.impl.cyclomatic.max,rca.impl.loc.sloc_average,0.6221127398541425
13,rca.impl.cyclomatic.max,rca.impl.loc.sloc_max,0.6101480091667509
14,rca.impl.cyclomatic.max,rca.impl.loc.sloc_min,0.5634729338381196
15,rca.impl.cyclomatic.min,rca.impl.halstead.level,0.567155312096858
16,rca.impl.cyclomatic.min,rca.impl.mi.mi_original,0.5363753710438267
17,rca.impl.cyclomatic.min,rca.impl.mi.mi_sei,0.5391805265085292
18,rca.impl.cyclomatic.min,rca.impl.mi.mi_visual_studio,0.5485523141353041
19,rca.impl.cyclomatic.min,rca.impl.nom.average,-0.7793462513554588
20,rca.impl.cyclomatic.min,rca.impl.nom.functions_average,-0.7652790769071197
21,rca.impl.cyclomatic.min,rca.impl.nom.functions_max,-0.803639995174575
42,rca.impl.halstead.N1,rca.impl.halstead.N2,0.9757187336978688
43,rca.impl.halstead.N1,rca.impl.halstead.bugs,0.9417150731280557
44,rca.impl.halstead.N1,rca.impl.halstead.difficulty,0.5807688269609526
45,rca.impl.halstead.N1,rca.impl.halstead.effort,0.9065441194467486
46,rca.impl.halstead.N1,rca.impl.halstead.estimated_program_length,0.6961116429086955
47,rca.impl.halstead.N1,rca.impl.halstead.length,0.9965067593116552
